Clause,mainVerb,mainReferent,Gold
Message-ID: <1697917.1075852651136.JavaMail.evans@thyme>,,,CANNOT_DECIDE
"Date: Tue, 17 Jul 2001 16:09:15 -0700 (PDT)",,,CANNOT_DECIDE
From: bg8862@aol.com,,,CANNOT_DECIDE
To: jeff.skilling@enron.com,,,CANNOT_DECIDE
Subject: Tom DeLay CA Aug Dinner & Golf event,,,CANNOT_DECIDE
Cc: joannie.williamson@enron.com,,,CANNOT_DECIDE
Mime-Version: 1.0,,,CANNOT_DECIDE
Content-Type: text/plain; charset=us-ascii,,,CANNOT_DECIDE
Content-Transfer-Encoding: 7bit,,,CANNOT_DECIDE
Bcc: joannie.williamson@enron.com,,,CANNOT_DECIDE
"Jeff, I spoke to Joannie this afternoon",spoke,Message-ID,DYNAMIC
and asked for your e-mail to send this invitation.,asked,I,DYNAMIC
Here is the initial information on the event.,is,information,STATIVE
We are expecting additional members of Congress to attend both events.,expecting,We,STATIVE
"If you have any questions or comment, please let me know.",please,,STATIVE
I have attached a word doc.,attached,I,DYNAMIC
as well:,,,CANNOT_DECIDE
Tom DeLay / ARMPAC Guest Speaker - David Horowitz Four Seasons Aviara - Dinner & Golf Tournament,,,CANNOT_DECIDE
The event will take place:,take,event,DYNAMIC
"Wednesday, August 15 Four Seasons Aviara (Northern San Diego, CA)",,,CANNOT_DECIDE
Golf Lunch will start at 11am Tee times at 12:15pm An informal reception,pm,Aviara,DYNAMIC
afterwards Limited to 40 people,,,STATIVE
"Cost is $5k per person Dinner Reception 6 to 6:45pm Dinner 7 to 8:30pm Speakers Tom DeLay and David Horowitz $1,500 per person, $2,500 per couple",is,Limited,STATIVE
"There are four levels of sponsorship: $100K, $50k, $25k and $15k.",are,place,STATIVE
"Contribution levels will also transfer from the dinner and/or Golf Tournament to the ARMPAC ""contributor sponsorship program.""",transfer,levels,DYNAMIC
"Bill Gowan Election Day Consulting, LLC 1947 Camino Vida Roble, suite 104 Carlsbad, CA 92009 760 929.1203 electiondayconsulting.com",,,CANNOT_DECIDE
- Aug 15 Golf dinner.,,,CANNOT_DECIDE
doc,,,CANNOT_DECIDE
