Clause,mainVerb,mainReferent,Gold
"Date: Wed, 28 Feb 2001 06:49:00 -0800 (PST)",,,CANNOT_DECIDE
From: steven.kean@enron.com,,,CANNOT_DECIDE
To: bernadette.hawkins@enron.com,,,CANNOT_DECIDE
Subject: Ken Lay's email to Sen. Brulte,,,CANNOT_DECIDE
Mime-Version: 1.0,,,CANNOT_DECIDE
Content-Type: text/plain; charset=ANSI_X3.4-1968,,,CANNOT_DECIDE
Content-Transfer-Encoding: quoted-printable,,,CANNOT_DECIDE
X-From: Steven J Kean X-To: Bernadette Hawkins X-cc: X-bcc: X-Folder: \Steven_Kean_June2001_1\Notes Folders\All documents X-Origin:,,,CANNOT_DECIDE
KEAN-S X-FileName: skean.,,,CANNOT_DECIDE
nsf,,,CANNOT_DECIDE
----- Forwarded by Steven J Kean/NA/Enron on 02/28/2001 02:48 PM -----,PM,Date,DYNAMIC
Jeff Dasovich Sent by: Jeff Dasovich,,,DYNAMIC
02/16/2001 08:49 AM,,,CANNOT_DECIDE
"To: Sandra McCubbin/NA/Enron@Enron, Susan J Mara/NA/Enron@ENRON,",,,CANNOT_DECIDE
"MDay@GMSSR.com, Hedy Govenar <@mail.",,,CANNOT_DECIDE
acom2.,,,CANNOT_DECIDE
"com> @ ENRON, Scott Govenar <sgovenar@govadv.com>, Paul Kaufman/PDX/ECT@ECT, James D Steffes/NA/Enron@Enron, Harry Kingerski/NA/Enron@Enron, Richard Shapiro/NA/Enron@Enron, skean@enron.com, mpalmer@enron.com, Karen Denne/Corp/Enron@ENRON, BTC <BCragg@GMSSR.com>",,,CANNOT_DECIDE
cc:,,,CANNOT_DECIDE
Subject: Ken Lay's email to Sen. Brulte,,,CANNOT_DECIDE
Greetings All:,,,CANNOT_DECIDE
"First, I am apologizing in advance for any typos in this email.",apologizing,email,DYNAMIC
"Schedule i s very tight,",s,i,STATIVE
but I wanted to make sure,wanted,i,STATIVE
"that everyone had it first thing this morning, with some back-up info",had,everyone,STATIVE
that I've included below.,included,info,DYNAMIC
Attached is the email,is,Attached,STATIVE
that was sent to Ken Lay's office yesterday evening f or delivery to Sen. Brulte.,sent,email,DYNAMIC
It's of course confidential.,'s,It,STATIVE
Few points:,,,CANNOT_DECIDE
"I don't have Bev's email,",have,points,STATIVE
"so if you could please forward to her,",please,you,DYNAMIC
that would be appreciated.,appreciated,that,STATIVE
"As we discussed (Jim, Mike, Bev, Scott, Hedy) on our lengthy call on Wednesday,",discussed,we,DYNAMIC
I'm assuming,assuming,I,STATIVE
"that the plan is still to ""wallpaper"" Sacramento wi th our proposed legislation.",is,plan,STATIVE
This email does not contain the legislation.,contain,email,STATIVE
"Mike sent the ""final"" version s of our legislation out yesterday, except for the siting piece,",sent,Mike,DYNAMIC
which I believe,believe,I,STATIVE
Brian Cragg of Mike's office is finalizing today.,finalizing,Cragg,DYNAMIC
You'll note,note,You,DYNAMIC
that we promise Senator Brulte in the email,promise,we,DYNAMIC
that we'll deliver to his office today the proposed legislation.,deliver,we,DYNAMIC
"Again, based on our call on Wednesday,",based,I,STATIVE
I'm assuming,assuming,I,STATIVE
that we would simultaneously release the proposed legislation to the rest of the world at the same time.,release,we,DYNAMIC
"When we spoke on Wednesday,",spoke,we,DYNAMIC
we decided,decided,we,DYNAMIC
that the Sacramento team would determine to whom we would circulate the proposed legislation at the same time,determine,team,DYNAMIC
that we deliver the Senator Brulte.,deliver,time,DYNAMIC
I'm assuming,assuming,I,STATIVE
that you folks will handle that end of things.,handle,folks,DYNAMIC
Please let us know at your convenience to whom you've decided to circulate.,let,,CANNOT_DECIDE
"This email does, however,",does,email,CANNOT_DECIDE
"include a ""summary"" of our proposed legislation.",include,This,STATIVE
But I'm not certain,'m,I,STATIVE
"that the summary included in this email is the appropriate language to distribute ""to the world,""",is,summary,STATIVE
or if we'll need instead to tailor some new language.,need,language,STATIVE
I think,think,I,STATIVE
we all agreed,agreed,we,DYNAMIC
"that we need a ""one pager"" to accompany the legislative package",need,we,STATIVE
so that we can communicate the package effectively.,communicate,we,DYNAMIC
We also discussed the need to quickly develop a coalition to support our proposals.,discussed,We,DYNAMIC
We didn't finalize that plan.,finalize,We,DYNAMIC
Perhaps the Sacramento team coul d propose a plan to do that.,propose,team,DYNAMIC
Perhaps we could start with our friends in the Direct Access coalition?,start,we,CANNOT_DECIDE
We also talked about the need at this point to engage in PR,talked,We,DYNAMIC
and to get the,get,talked,CANNOT_DECIDE
PR,,,CANNOT_DECIDE
"machinery activated, also with the goal of effectively communicating our legislative package/message.",activated,machinery,CANNOT_DECIDE
We're in a meeting with folks today,'re,We,STATIVE
where we can discuss getting that side of things going,discuss,we,DYNAMIC
and Karen Denne has contacted Marathon,contacted,today,DYNAMIC
and they're pondering some things,pondering,today,DYNAMIC
that we can do in the near term.,do,things,DYNAMIC
You'll note,note,You,DYNAMIC
that there's a considerable amount of information about the DWR credit issue.,'s,amount,STATIVE
"As I recollect,",recollect,I,DYNAMIC
we discussed the issue in depth on the call.,discussed,we,DYNAMIC
You note,note,You,DYNAMIC
"that attached to the email is a ""legislative fix"" to AB1X that cou ld solve the credit issue and an attached set of ""taking points""",is,attached,STATIVE
related to a second alternative to solving the credit issue: a PUC order,related,,STATIVE
clarifying tha t DWR will get its money for power purchase costs.,clarifying,order,DYNAMIC
Note also,,,CANNOT_DECIDE
that Steve Kean reminded me,reminded,Kean,DYNAMIC
that we've got to continue to push to get the utilities out of the merchant function.,got,we,DYNAMIC
"Accordingly, I've put a brief paragraph on that issue in the note to Brulte in the last section (legislative solution) under the topic",put,I,DYNAMIC
"""create a real competitive retail market in California.""",create,,CANNOT_DECIDE
"To the best of my knowledge, we don't have legislative language on that piece",have,we,STATIVE
"yet, and it seems",seems,we,STATIVE
that we'll need to discuss it in considerably more depth before doing so.,need,we,STATIVE
"If you have any questions about any of the materials in the email, please don't hesitate to contact me or Jim or Sandi to discuss.",hesitate,please,STATIVE
I can be best reached to day by pager at 888.916.7184.,reached,I,DYNAMIC
Thanks to all for helping pull this together.,helping,all,CANNOT_DECIDE
"Best, Jeff",,,CANNOT_DECIDE
----- Forwarded by Jeff Dasovich/NA/Enron on 02/16/2001 08:27 AM -----,,,DYNAMIC
Jeff Dasovich Sent by: Jeff Dasovich,,,DYNAMIC
02/15/2001 06:11 PM,,,CANNOT_DECIDE
"To: jdasovic@enron.com, skean@enron.com, Richard Shapiro/NA/Enron@En",,,CANNOT_DECIDE
"ron, James D Steffes/NA/Enron@Enron",,,CANNOT_DECIDE
cc:,,,CANNOT_DECIDE
Subject:,,,CANNOT_DECIDE
"Steve: Here's a substantially more cleaned-version, with attachments.",'s,Best,STATIVE
There's a hard copy on your chair.,'s,copy,STATIVE
"Best, Jeff",,,CANNOT_DECIDE
----- Forwarded by Jeff Dasovich/NA/Enron on 02/15/2001 05:57 PM -----,,,DYNAMIC
Jeff Dasovich Sent by: Jeff Dasovich,,,DYNAMIC
02/15/2001 05:56 PM,,,CANNOT_DECIDE
To: jdasovic@enron.com,,,CANNOT_DECIDE
cc:,,,CANNOT_DECIDE
Subject:,,,CANNOT_DECIDE
Jim: It was a pleasure speaking with you yesterday.,was,It,STATIVE
"Based on our conversation, this email includes the following:",Based,,STATIVE
An Enron contact to discuss developing small-scale generation on Tribal lan ds.,discuss,email,CANNOT_DECIDE
Our views on the impediments to distributed generation and suggestions on h ow to remove those impediments.,ow,views,CANNOT_DECIDE
"A description of the credit issues that continue to impede DWR,s ability to sign contracts with power suppliers, and options to resolve them.",s,description,CANNOT_DECIDE
Two possible options for addressing the credit issue are 1) a California PUC order,are,options,STATIVE
clarifying,clarifying,order,STATIVE
"that DWR will recover its power purchase costs through rates, and 2) an amendment to AB1X",recover,DWR,DYNAMIC
designed to accomplish the same goal.,designed,,STATIVE
I have attached talking points regarding the California PUC order,attached,I,DYNAMIC
and propose d amendments to AB1X.,propose,,CANNOT_DECIDE
We believe,believe,We,STATIVE
that an amendment to AB1X is the preferable option.,is,amendment,STATIVE
Our assessment of the supply/demand picture in California.,,,CANNOT_DECIDE
Our suggestions for a legislative package designed to solve both the near- and long-term electricity crisis in California.,designed,suggestions,STATIVE
We will deliver to your office tomorrow detailed legislative language.,deliver,We,DYNAMIC
In those materials we will also identify existing bills,identify,we,DYNAMIC
that we believe,believe,we,STATIVE
can easily accommodate our proposed language.,accommodate,bills,STATIVE
I hope,hope,I,STATIVE
that the information is useful.,is,information,STATIVE
Please do not hesitate to contact m e,hesitate,,CANNOT_DECIDE
"if you would like to discuss these materials further,",like,you,STATIVE
or if there is anythi ng else that I can do to assist you.,anythi,you,DYNAMIC
"Regards, Ken",,,CANNOT_DECIDE
Contact Information to Discuss Interest,,,CANNOT_DECIDE
Expressed by Native American Tribes in Installing Small-scale Generation on Tribal Lands,,,DYNAMIC
"David Parquet, Vice-President Enron North America 101 California Street, Suite 1950 San Francisco, CA 94111",,,CANNOT_DECIDE
Phone: 415.782.7820,,,CANNOT_DECIDE
Fax: 415.782.7851,,,CANNOT_DECIDE
2. Key Barriers to Distributed Generation,,,CANNOT_DECIDE
Excessive and Unnecessary Utility Stand-by Charges,Charges,Barriers,CANNOT_DECIDE
Solution: The executive orders issued by the Governor on February 14th took a step in the right direction.,took,orders,DYNAMIC
"Utility stand-by charges have always been designed by the utilities to protect their monopoly position,",designed,charges,DYNAMIC
"extract monopoly prices from customers, or both.",extract,protect,CANNOT_DECIDE
But there is no reason to limit t he elimination of these charges to generation facilities,is,reason,STATIVE
that are less than 1MW.,are,facilities,STATIVE
These limits will only lengthen unnecessarily the time,lengthen,limits,DYNAMIC
it takes,takes,it,STATIVE
