Clause,mainVerb,mainReferent,Gold
Message-ID: <4890112.1075845067403.JavaMail.evans@thyme>,,,CANNOT_DECIDE
"Date: Tue, 10 Apr 2001 11:52:00 -0700 (PDT)",,,CANNOT_DECIDE
From: beth.apollo@enron.com,,,CANNOT_DECIDE
"To: shona.wilson@enron.com, jeffrey.gossett@enron.com, stacey.white@enron.com,",,,CANNOT_DECIDE
"d.hall@enron.com, sheri.thomas@enron.com, brenda.herod@enron.com, john.j.boudreaux@us.arthurandersen.com, john.vickers@us.arthurandersen.com, kate.agnew@us.arthurandersen.com, jennifer.stevenson@us.arthurandersen.com",,,CANNOT_DECIDE
Subject: Confidential Folder to safely pass information to Arthur Andersen,pass,Folder,CANNOT_DECIDE
"Cc: sally.beck@enron.com, tom.bauer@us.arthurandersen.com,",,,CANNOT_DECIDE
"georgeanne.hodges@enron.com, vanessa.schulte@enron.com, bob.hall@enron.com, leslie.reeves@enron.com, brent.price@enron.com",,,CANNOT_DECIDE
Mime-Version: 1.0,,,CANNOT_DECIDE
Content-Type: text/plain; charset=us-ascii,,,CANNOT_DECIDE
Content-Transfer-Encoding: 7bit,,,CANNOT_DECIDE
"Bcc: sally.beck@enron.com, tom.bauer@us.arthurandersen.com,",,,CANNOT_DECIDE
"georgeanne.hodges@enron.com, vanessa.schulte@enron.com, bob.hall@enron.com, leslie.reeves@enron.com, brent.price@enron.com",,,CANNOT_DECIDE
We have become increasingly concerned about confidential information,become,brent.price@enron.com,DYNAMIC
"(dpr/position info, curves, validations/stress tests, etc) being passed to Arthur Andersen for audit purposes over the Web to their Arthur Andersen email addresses.",addresses,Message-ID,DYNAMIC
(necessary now they no longer have access to Enron's internal email system),have,they,STATIVE
Please use the folder,,,CANNOT_DECIDE
described below,described,use,STATIVE
when passing any info,passing,use,DYNAMIC
(that you would have concerns about if it was picked up by a third party) via the shared drive,have,info,STATIVE
that has been set up for this specific purpose.,set,drive,DYNAMIC
Note: AA should also use the shared drive to pass info back,Note,,DYNAMIC
"if there are questions,",are,questions,STATIVE
or the data needs updating.,needs,AA,STATIVE
We should also consider the sensitivity of audit findings and special presentations,consider,We,DYNAMIC
if they are being distributed electronically.,distributed,they,DYNAMIC
Please pass this note to others in your groups,pass,,CANNOT_DECIDE
who have the need to pass info back and forth.,have,groups,STATIVE
Details on how to access for those,access,Details,CANNOT_DECIDE
who will use this method to pass info:,use,those,DYNAMIC
"A secured folder has been set up on the ""o"" drive under Corporate",set,Details,DYNAMIC
called Arthur_Andersen (O:\Corporate\Arthur_Anderson).,called,,STATIVE
Please post all confidential files in this folder rather than emailing the files to their company email address.,post,,CANNOT_DECIDE
"If you need access to this folder, submit an eRequest through the IT Central site:",submit,,DYNAMIC
http://itcentral.enron.com/Data/Services/SecurityRequests/.,,,CANNOT_DECIDE
Arthur Andersen will be able to retrieve these files for review with their terminal server access at the Three Allen Center location.,be,Andersen,STATIVE
Please contact Vanessa Schulte,Please,,CANNOT_DECIDE
if you have any problems or questions,have,you,STATIVE
Beth Apollo,,,CANNOT_DECIDE
