Clause,mainVerb,mainReferent,Gold
Message-ID: <25447472.1075856582182.JavaMail.evans@thyme>,,,CANNOT_DECIDE
"Date: Wed, 14 Jun 2000 09:16:00 -0700 (PDT)",,,CANNOT_DECIDE
From: steven.leppard@enron.com,,,CANNOT_DECIDE
To: dale.surbey@enron.com,,,CANNOT_DECIDE
Subject: Security question,,,CANNOT_DECIDE
"Cc: grant.masson@enron.com, vince.kaminski@enron.com",,,CANNOT_DECIDE
Mime-Version: 1.0,,,CANNOT_DECIDE
Content-Type: text/plain; charset=us-ascii,,,CANNOT_DECIDE
Content-Transfer-Encoding: 7bit,,,CANNOT_DECIDE
"Bcc: grant.masson@enron.com, vince.kaminski@enron.com",,,CANNOT_DECIDE
Dear guys,,,CANNOT_DECIDE
"Having been out of the office for a couple of days,",been,I,STATIVE
I've found myself the victim of theft (again).,found,I,DYNAMIC
"This time my desk drawer key has been stolen from its ""hiding place"" under my telephone.",stolen,time,DYNAMIC
I *always* lock my drawers,*,I,DYNAMIC
"and keep the key in the same place,",keep,*,STATIVE
but on arriving in the office today I found,found,I,DYNAMIC
"the drawers unlocked, and the key missing.",unlocked,found,CANNOT_DECIDE
"Although there's nothing sensitive on or around my desk,",'s,,STATIVE
I'm concerned about the security implications of someone,'m,I,STATIVE
sniffing around the office in this manner.,sniffing,someone,DYNAMIC
I also found,found,I,DYNAMIC
the papers on my desk extensively reshuffled last week.,reshuffled,desk,CANNOT_DECIDE
"Last year, in our old office, I had my only two real options books stolen from among the many and varied books on my desk.",had,I,DYNAMIC
"That couldn't have been a random theft,",been,That,STATIVE
and I fear,fear,theft,STATIVE
this isn't either.,is,this,STATIVE
I can't understand,understand,I,STATIVE
who'd be so interested in a Research guy's belongings!,be,who,STATIVE
Can we ask security to check their surveillance footage for any suspicious activity around my desk?,ask,we,CANNOT_DECIDE
"Cheers, Steve",Cheers,Steve,CANNOT_DECIDE
