Clause,mainVerb,mainReferent,Gold
"docno=""lists-003-2183485""",,,CANNOT_DECIDE
"received=""Tue Jun 22 18:50:42 1993 EST""",received,docno,CANNOT_DECIDE
"sent=""Wed, 23 Jun 1993 10:49:08 +0900""",sent,Jun,CANNOT_DECIDE
"name=""Eiiti Wada""",,,CANNOT_DECIDE
"email=""wada@u-tokyo.ac.jp""",,,CANNOT_DECIDE
"subject=""Re: Who knows about 10646 escape sequences?""",knows,lists-003-2183485,CANNOT_DECIDE
"id=""9306230149.AA28724@sino.syslab.iias.flab.fujitsu.co.jp""",,,CANNOT_DECIDE
"inreplyto=""Who knows about 10646 escape sequences?""",knows,=,CANNOT_DECIDE
To: ietf-charsets@INNOSOFT.COM,,,CANNOT_DECIDE
Harald Tveit Alvestrand <harald.t.alvestrand@delab.sintef.no>:,,,CANNOT_DECIDE
Who knows,knows,<harald.t.alvestrand@delab.sintef.no>,CANNOT_DECIDE
if ISO 10646 has been assigned numbers and escape sequences?,assigned,10646,DYNAMIC
"Escape sequences are assigned by the Registration Authority,",assigned,sequences,DYNAMIC
and the Registration Authority is now with ECMA.,is,sequences,STATIVE
"So, ask Mr. van den Beld of ECMA about the current situations of ISO 10646 escape sequences.",ask,,CANNOT_DECIDE
His e-mail address is:,is,address,STATIVE
jan.van-den-beld@ecma.ch,,,CANNOT_DECIDE
Eiiti Wada (wada@u-tokyo.ac.jp),,,CANNOT_DECIDE
