Clause,mainVerb,mainReferent,Gold
"Date: Wed, 8 Sep 1999 08:50:00 -0700 (PDT)",,,CANNOT_DECIDE
From: steven.kean@enron.com,,,CANNOT_DECIDE
To: kelly.kimberly@enron.com,,,CANNOT_DECIDE
Subject: Re: India And The WTO Services Negotiation,,,CANNOT_DECIDE
Mime-Version: 1.0,,,CANNOT_DECIDE
Content-Type: text/plain; charset=us-ascii,,,CANNOT_DECIDE
Content-Transfer-Encoding: 7bit,,,CANNOT_DECIDE
X-From: Steven J Kean X-To: Kelly Kimberly X-cc: X-bcc: X-Folder: \Steven_Kean_Dec2000_1\Notes Folders\All documents X-Origin:,,,CANNOT_DECIDE
KEAN-S X-FileName: skean.,,,CANNOT_DECIDE
nsf,,,CANNOT_DECIDE
fyi,,,CANNOT_DECIDE
---------------------- Forwarded by Steven J Kean/HOU/EES on 09/08/99 03:49,,,CANNOT_DECIDE
PM ---------------------------,,,CANNOT_DECIDE
Joe Hillings@ENRON,,,CANNOT_DECIDE
09/08/99 02:52 PM,PM,02:52,CANNOT_DECIDE
To: Joe Hillings/Corp/Enron@Enron,,,CANNOT_DECIDE
"cc: Sanjay Bhatnagar/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Terence H",,,CANNOT_DECIDE
"Thorn/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Ashok Mehta/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, John Ambler/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Steven J Kean/HOU/EES@EES, Jeffrey Sherrick/Corp/Enron@Enron",,,CANNOT_DECIDE
Subject: Re: India And The WTO Services Negotiation,,,CANNOT_DECIDE
Sanjay: Some information of possible interest to you.,,,CANNOT_DECIDE
"I attended a meeting this afternoon of the Coalition of Service Industries, one of the lead groups",attended,I,DYNAMIC
promoting a wide range of services including energy services in the upcoming WTO GATTS 2000 negotiations.,promoting,groups,DYNAMIC
CSI President Bob Vastine was in Delhi last week,was,Vastine,STATIVE
and met with CII to discuss the upcoming WTO.,met,week,DYNAMIC
CII apparently has a committee looking into the WTO.,has,CII,STATIVE
Bob says,says,Bob,DYNAMIC
that he told them,told,he,DYNAMIC
that energy services was among the CSI recommendations,was,services,STATIVE
and he recalls,recalls,services,STATIVE
that CII said,said,CII,DYNAMIC
that they too have an interest.,have,they,STATIVE
Since returning from the meeting I spoke with Kiran Pastricha,spoke,I,DYNAMIC
and told her the above.,told,I,DYNAMIC
She actually arranged the meeting in Delhi.,arranged,She,DYNAMIC
She asked,asked,She,DYNAMIC
that I send her the packet of materials,send,I,DYNAMIC
we distributed last week in Brussels and London.,distributed,send,DYNAMIC
One of her associates is leaving for India tomorrow,leaving,One,DYNAMIC
and will take one of these items to Delhi.,take,One,DYNAMIC
Joe,,,CANNOT_DECIDE
Joe Hillings,,,CANNOT_DECIDE
09/08/99 11:57 AM,,,CANNOT_DECIDE
To: Sanjay Bhatnagar/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT,,,CANNOT_DECIDE
"cc: Terence H Thorn/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Ashok",,,CANNOT_DECIDE
"Mehta/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, John Ambler/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Steven J Kean/HOU/EES@EES, Jeffrey Sherrick/Corp/Enron@Enron (bcc: Joe Hillings/Corp/Enron)",,,CANNOT_DECIDE
Subject: India And The WTO Services Negotiation,,,CANNOT_DECIDE
Sanjay: First some information and then a request for your advice and involvment.,,,CANNOT_DECIDE
A group of US companies and associations formed the US WTO Energy Services Coalition in late May,formed,group,DYNAMIC
"and has asked the US Government to include ""energy services"" on their proposed agenda",asked,group,DYNAMIC
when the first meeting of the WTO GATTS 2000 ministerial convenes late this year in Seattle.,GATTS,meeting,DYNAMIC
Ken Lay,,,CANNOT_DECIDE
will be among the CEO speakers.,be,Lay,STATIVE
These negotiations are expected to last three years,expected,negotiations,STATIVE
and cover a range of subjects,cover,negotiations,STATIVE
"including agriculture, textiles, e-commerce, investment, etc.",including,,STATIVE
This morning I visited with Sudaker Rao at the Indian Embassy to tell him about our coalition,visited,I,DYNAMIC
and to seek his advice on possible interest of the GOI.,seek,,CANNOT_DECIDE
"After all, India is a leader",is,India,STATIVE
in data processing matters and has other companies,has,leader,STATIVE
including ONGC,including,,STATIVE
that must be interested in exporting energy services.,be,companies,STATIVE
In fact probably Enron and other US companies may be engaging them in India and possibly abroad.,engaging,companies,DYNAMIC
Sudaker told me,told,Sudaker,DYNAMIC
that the GOI has gone through various phases,gone,GOI,DYNAMIC
of opposing the services round to saying only agriculture to now,opposing,phases,CANNOT_DECIDE
who knows what.,knows,agriculture,STATIVE
He agrees with the strategy of our US WTO Energy Services Coalition to work with companies and associations in asking them to contact their government to ask,agrees,He,STATIVE
that energy services be on their list of agenda items.,be,services,STATIVE
It would seem to me,seem,It,STATIVE
that India has such an interest.,has,India,STATIVE
Sudaker and I agree,agree,Sudaker,STATIVE
that you are a key person to advise us,are,you,STATIVE
and possibly to suggest to CII or others,suggest,,CANNOT_DECIDE
that they make such a pitch to the GOI Minister of Commerce.,make,they,DYNAMIC
I will ask Lora to send you the packet of materials Chris Long and I,ask,I,DYNAMIC
distributed in Brussels and London last week.,distributed,I,DYNAMIC
I gave these materials to Sudaker today.,gave,I,DYNAMIC
Everyone tells us,tells,Everyone,DYNAMIC
that we need some developing countries with an interest in this issue.,need,we,STATIVE
They may not know,know,They,STATIVE
what we are doing,doing,we,DYNAMIC
and that they are likely to have an opportunity,are,they,STATIVE
if energy services are ultimately negotiated.,negotiated,services,DYNAMIC
Please review and advise us,Please,,CANNOT_DECIDE
how we should proceed.,proceed,review,DYNAMIC
We do need to get something done in October.,need,We,STATIVE
Joe,,,CANNOT_DECIDE
PS Terry Thorn is moderating a panel on energy services at the upcoming World Services Congress in Atlanta.,moderating,Thorn,DYNAMIC
The Congress will cover many services issues.,cover,Congress,STATIVE
I have noted in their materials,noted,I,DYNAMIC
that Mr. Alliwalia is among the speakers but not on energy services.,is,Alliwalia,STATIVE
They expect people from all over the world to participate.,expect,They,STATIVE
