Clause,mainVerb,mainReferent,Gold
Message-ID: <12911969.1075840163875.JavaMail.evans@thyme>,,,CANNOT_DECIDE
"Date: Wed, 25 Apr 2001 21:32:00 -0700 (PDT)",,,CANNOT_DECIDE
From: jeff.skilling@enron.com,,,CANNOT_DECIDE
To: kevinscott@onlinemailbox.net,,,CANNOT_DECIDE
Subject: Re: Information for Jeff Skilling from Kevin Scott,,,CANNOT_DECIDE
Mime-Version: 1.0,,,CANNOT_DECIDE
Content-Type: text/plain; charset=us-ascii,,,CANNOT_DECIDE
Content-Transfer-Encoding: 7bit,,,CANNOT_DECIDE
Confirming 1:00 p.m. meeting on June 12 at the Venetian Resort in Las Vegas.,Confirming,Message-ID,DYNAMIC
"Thanks,",,,CANNOT_DECIDE
Joannie Williamson,,,CANNOT_DECIDE
713-345-7774,,,CANNOT_DECIDE
"""Kevin Scott"" <kevinscott@onlinemailbox.net> on 04/25/2001 04:46:18 PM",,,CANNOT_DECIDE
Please respond to <kevinscott@onlinemailbox.net>,respond,Thanks,CANNOT_DECIDE
"To: ""Jeff Skilling"" <jeff.skilling@enron.com>",<jeff.skilling@enron.com>,Skilling,CANNOT_DECIDE
"cc: ""Sherri Sera"" <sherri.sera@enron.com>",,,CANNOT_DECIDE
Subject: Information for Jeff Skilling from Kevin Scott,,,CANNOT_DECIDE
"April 25, 2001",,,CANNOT_DECIDE
"Dear Jeff,",,,CANNOT_DECIDE
Thank you for setting aside time to meet with me.,Thank,cc,CANNOT_DECIDE
I have attached my resume to help bring you up to date on my career.,attached,I,DYNAMIC
"As you will see,",see,you,DYNAMIC
I have been providing advisory services since 1995.,providing,I,DYNAMIC
"During these years, I have done some of my best work.",done,I,DYNAMIC
I am proud of the service,am,I,STATIVE
that I have rendered as an independent consultant.,rendered,I,DYNAMIC
"Now, I feel",feel,I,STATIVE
it is time to move to a new chapter in my career.,is,it,STATIVE
"I look forward to sitting down with you to think through ways to apply my experience, intellect and energies to new professional challenges.",look,I,STATIVE
"I respect you tremendously,",respect,I,STATIVE
"and wherever the next part of my career may lie,",lie,part,STATIVE
I know,know,I,STATIVE
that my search and choice will benefit significantly from your perspective.,benefit,search,DYNAMIC
"Finally, I am attaching the recommendation to HBS",attaching,I,DYNAMIC
that you wrote in 1981.,wrote,you,DYNAMIC
I found it during a profoundly challenging period in my life.,found,I,DYNAMIC
Your historic words of support helped me keep fighting,helped,words,DYNAMIC
and successfully moving forward.,moving,keep,CANNOT_DECIDE
"If you would like to reach me before our meeting, please call (213) 926-2626 or email kevinscott@onlinemailbox.net .",please,,CANNOT_DECIDE
Thank you again.,Thank,,CANNOT_DECIDE
"Sincerely,",,,CANNOT_DECIDE
Kevin,,,CANNOT_DECIDE
Attachments (2),,,CANNOT_DECIDE
- image001.,,,CANNOT_DECIDE
png,,,CANNOT_DECIDE
- image002.,,,CANNOT_DECIDE
gif,,,CANNOT_DECIDE
- Resume of Kevin Scott.,,,CANNOT_DECIDE
doc,,,CANNOT_DECIDE
- Skilling HBS Recommendation.,,,CANNOT_DECIDE
doc,,,CANNOT_DECIDE
