Clause,mainVerb,mainReferent,Gold
Message-ID: <18298171.1075840788676.JavaMail.evans@thyme>,,,CANNOT_DECIDE
"Date: Tue, 29 Jan 2002 10:22:03 -0800 (PST)",,,CANNOT_DECIDE
From: j.kaminski@enron.com,,,CANNOT_DECIDE
To: vkaminski@aol.com,,,CANNOT_DECIDE
Subject: FW: Issues with Exotica Library,,,CANNOT_DECIDE
Mime-Version: 1.0,,,CANNOT_DECIDE
Content-Type: text/plain; charset=us-ascii,,,CANNOT_DECIDE
Content-Transfer-Encoding: 7bit,,,CANNOT_DECIDE
-----Original Message-----,,,CANNOT_DECIDE
"From: Rajan, Karthik",,,CANNOT_DECIDE
"Sent: Monday, January 28, 2002 6:39 PM",PM,6:39,CANNOT_DECIDE
"To: Kaminski, Vince J; Yang, Sean; Stock, Steve",,,CANNOT_DECIDE
Subject: RE: Issues with Exotica Library,,,CANNOT_DECIDE
"Vince/Sean, I will talk to you Zimin/ Tom tonight at their home number",talk,I,DYNAMIC
and get the passwords as well as the security feature.,get,Message-ID,DYNAMIC
I will drop by your (Sean) desk first thing tomorrow.,drop,I,DYNAMIC
Sorry for the delay.,Sorry,,CANNOT_DECIDE
Karthik.,,,CANNOT_DECIDE
-----Original Message-----,,,CANNOT_DECIDE
"From: Kaminski, Vince J",,,CANNOT_DECIDE
Sent: Mon 1/28/2002 11:27 AM,,,CANNOT_DECIDE
"To: Yang, Sean; Rajan, Karthik; Stock, Steve",,,CANNOT_DECIDE
Cc:,,,CANNOT_DECIDE
Subject: Re: Issues with Exotica Library,,,CANNOT_DECIDE
"Karthik, If you cannot find the answer,",find,please,DYNAMIC
please call Zimin.,please,From,CANNOT_DECIDE
I shall call him at home tonight as well.,call,I,DYNAMIC
Vince,,,CANNOT_DECIDE
--------------------------vince kaminski,,,CANNOT_DECIDE
