Clause,mainVerb,mainReferent,Gold
Message-ID: <12434767.1075852813161.JavaMail.evans@thyme>,,,CANNOT_DECIDE
"Date: Tue, 25 Sep 2001 10:35:20 -0700 (PDT)",,,CANNOT_DECIDE
From: theresa.connor-smith@enron.com,,,CANNOT_DECIDE
To: kenneth.lay@enron.com,,,CANNOT_DECIDE
Subject: Confidential Question,,,CANNOT_DECIDE
Mime-Version: 1.0,,,CANNOT_DECIDE
Content-Type: text/plain; charset=us-ascii,,,CANNOT_DECIDE
Content-Transfer-Encoding: 7bit,,,CANNOT_DECIDE
"Dear Ken,",,,CANNOT_DECIDE
I'm not sure quite were to turn,'m,I,STATIVE
but was hoping,hoping,I,STATIVE
you could assist me.,assist,you,DYNAMIC
I would like to keep this confidential especially regarding the New York Office.,like,I,STATIVE
As my request has nothing to do with the people in this office or the group,has,request,STATIVE
they are wonderful,are,they,STATIVE
I've been with Enron since '97,been,I,STATIVE
and I relocated up to Connecticut to work with the New Power Company,relocated,I,DYNAMIC
when I thought,thought,I,STATIVE
that the Enron employees would stay Enron employees.,stay,employees,STATIVE
Afterwards of course we all were changed to NewPower employees.,changed,we,DYNAMIC
After a couple of months I made the move back to Enron,made,I,DYNAMIC
and went to the New York office and work with the Enron Metals group here at 53rd street.,went,I,DYNAMIC
(It was never my intention to leave Enron),was,It,STATIVE
Since the bombing I feel very displaced,feel,I,STATIVE
and my husband and I would really like to come back to Houston,like,feel,STATIVE
and was wondering,wondering,feel,STATIVE
if you could help me.,help,you,DYNAMIC
I was on the trading floor,was,I,STATIVE
working with Dave Delainey's group,working,floor,STATIVE
when he was in ENA,was,he,STATIVE
and also was the Exec Secretary/Coordinator with the MWB group in George Warsoff's group.,was,,STATIVE
I would appreciate it very much,appreciate,I,STATIVE
if you were able to assist/guide me.,were,you,STATIVE
"Sincerely,",,,CANNOT_DECIDE
Teri,,,CANNOT_DECIDE
Teri Connor-Smith Admin Coordinator Enron Metals & Commodities Corp tsmith3@enron.com,tsmith3@enron.com,Corp,CANNOT_DECIDE
(212)715-5601,,,CANNOT_DECIDE
