Clause,mainVerb,mainReferent,Gold
Message-ID: <14136486.1075858478980.JavaMail.evans@thyme>,,,CANNOT_DECIDE
"Date: Thu, 31 May 2001 07:03:21 -0700 (PDT)",,,CANNOT_DECIDE
From: kaminski@enron.com,,,CANNOT_DECIDE
To: pannesley@riskwaters.com,,,CANNOT_DECIDE
Subject: RE: Risk 2001 Australia,,,CANNOT_DECIDE
Mime-Version: 1.0,,,CANNOT_DECIDE
Content-Type: text/plain; charset=us-ascii,,,CANNOT_DECIDE
Content-Transfer-Encoding: 7bit,,,CANNOT_DECIDE
"Philip,",,,CANNOT_DECIDE
"Please, try Frank Wolak from Stanford University.",try,Message-ID,CANNOT_DECIDE
He is the best expert on California right now.,is,He,STATIVE
Vince,,,CANNOT_DECIDE
-----Original Message-----,-----,Message,CANNOT_DECIDE
"From: ""philip annesley"" <pannesley@riskwaters.com>@ENRON [mailto:IMCEANOTES-+22philip+20annesley+22+20+3Cpannesley+40riskwaters+2Ecom+3E+40ENRON@ENRON.com]",<pannesley@riskwaters.com>,From,CANNOT_DECIDE
"Sent: Wednesday, May 30, 2001 7:50 PM",,,CANNOT_DECIDE
"To: Kaminski, Vince J",,,CANNOT_DECIDE
Subject: RE: Risk 2001 Australia,,,CANNOT_DECIDE
Vince,,,CANNOT_DECIDE
Thanks for coming back to me on this anyway.,coming,Sent,CANNOT_DECIDE
Would you be able to suggest anyone else,be,you,CANNOT_DECIDE
"- either in Australia, Europe or US who would be good to get to discuss the California crisis?",be,who,CANNOT_DECIDE
kind regards.,regards,kind,CANNOT_DECIDE
Philip,,,CANNOT_DECIDE
-----Original Message-----,,,CANNOT_DECIDE
From: Vince.J.Kaminski@enron.com [mailto:Vince.J.Kaminski@enron.com],,,CANNOT_DECIDE
"Sent: Thursday, May 31, 2001 12:00 AM",AM,12:00,CANNOT_DECIDE
To: pannesley@riskwaters.com,,,CANNOT_DECIDE
Cc: Vkaminski@aol.com,,,CANNOT_DECIDE
Subject: RE: Risk 2001 Australia,,,CANNOT_DECIDE
"Philip,",,,CANNOT_DECIDE
I have to decline the invitation with regrets.,have,From,DYNAMIC
I have too many commitments right now.,have,I,STATIVE
Vince Kaminski,,,CANNOT_DECIDE
-----Original Message-----,,,CANNOT_DECIDE
"From: ""philip annesley"" <pannesley@riskwaters.com>@ENRON",From,-----,CANNOT_DECIDE
[mailto:IMCEANOTES-+22philip+20annesley+22+20+3Cpannesley+40riskwaters+2Ecom,,,CANNOT_DECIDE
+3E+40ENRON@ENRON.com],,,CANNOT_DECIDE
"Sent: Monday, May 28, 2001 3:27 AM",,,CANNOT_DECIDE
To: vkamins@enron.com,,,CANNOT_DECIDE
Subject: Risk 2001 Australia,,,CANNOT_DECIDE
Dear Vince,,,CANNOT_DECIDE
Just a quick message to follow up on the email,follow,message,CANNOT_DECIDE
"that I sent you recently inviting you to speak at our forthcoming congress, Risk 2001 Australia,",sent,I,DYNAMIC
which is taking place in Sydney on 20 & 21 August 2001.,taking,congress,DYNAMIC
Have you had an opportunity to consider the invitation yet?,had,you,CANNOT_DECIDE
"We are aiming to have the programme printed next week,",aiming,We,STATIVE
so I would really need to know as soon as possible,need,I,STATIVE
if you would be available to speak at this year's congress.,be,you,STATIVE
I am working from our Hong Kong office for this week only (Tel: +852,working,I,STATIVE
2545,,,CANNOT_DECIDE
"2710), and I can be contacted by phone there or by email.",contacted,I,DYNAMIC
Kind regards.,regards,Kind,CANNOT_DECIDE
Philip,,,CANNOT_DECIDE
Philip Annesley Conference Producer Risk Waters Group,,,CANNOT_DECIDE
+44 20 7484 9866,,,CANNOT_DECIDE
+44 20 7484 9800,,,CANNOT_DECIDE
www.risk-conferences.com/risk2001aus,,,CANNOT_DECIDE
