Clause,mainVerb,mainReferent,Gold
"docno=""lists-034-10066763""",,,CANNOT_DECIDE
"name=""Holger Reif""",,,CANNOT_DECIDE
"email=""Holger.Reif@prakinf.tu-ilmenau.de """,,,CANNOT_DECIDE
"sent=""Mon, 22 Apr 96 08:02:05 +0200""",sent,Holger.Reif@prakinf.tu-ilmenau.de,CANNOT_DECIDE
"subject=""RE: Merged Transport Layer Protocol Development""",,,CANNOT_DECIDE
To: tomste@microsoft.com,,,CANNOT_DECIDE
Cc: tls-draft@w3.org,,,CANNOT_DECIDE
strawman document is not an official IETF document.,is,RE,STATIVE
"Win Treese, Microsoft and Netscape did not want this document to be confused in any way",want,Netscape,STATIVE
with the actual spec that is being developed by the working group.,developed,spec,DYNAMIC
I'm yet to read the document in detail,'m,I,STATIVE
but this sounds,sounds,read,STATIVE
like we are going to have a IETF-Standard and an a separate NS/MS standard ???,going,we,STATIVE
This is not a good thing.,is,This,STATIVE
read you later - Holger Reif ---------------------------------------- Signaturprojekt Deutsche Einheit TU Ilmenau - Informatik - Telematik,read,,CANNOT_DECIDE
"(Verdamp lang her) Holger.Reif@PrakInf.TU-Ilmenau.DE Alt wie ein Baum werden, um ueber",um,Ilmenau,CANNOT_DECIDE
http://Remus.PrakInf.TU-Ilmenau.DE/Reif/ alle 7 Bruecken gehen zu koennen,,,CANNOT_DECIDE
