Clause,mainVerb,mainReferent,Gold
"docno=""lists-003-2180740""",,,CANNOT_DECIDE
"received=""Mon Jun 21 11:37:15 1993 EST""",,,CANNOT_DECIDE
"sent=""Mon, 21 Jun 1993 14:36:41 -0400""",sent,Jun,CANNOT_DECIDE
"name=""Chris Weider""",,,CANNOT_DECIDE
"email=""clw@merit.edu""",,,CANNOT_DECIDE
"subject=""Re: IETF BOF""",,,CANNOT_DECIDE
"id=""9306211836.AA18241@merit.edu""",,,CANNOT_DECIDE
"inreplyto="" IETF BOF""",,,CANNOT_DECIDE
"To: WG-CHAR@rare.nl, ietf-charsets@INNOSOFT.COM",,,CANNOT_DECIDE
"Borka, Hi!",,,CANNOT_DECIDE
I'd like to request,like,I,STATIVE
that the scheduling for the Character Set BOF be done so that it does not conflict with any of the other information service working groups,done,scheduling,DYNAMIC
"(IIIR, IDS, OSI-DS, URI, for example) as I and I suspect most of the information service",suspect,I,STATIVE
people feel,feel,most,STATIVE
we *need* to attend this BOF.,need,we,STATIVE
"The interest will be quite high,",be,interest,STATIVE
I think.,think,I,STATIVE
Thanks for getting this together.,Thanks,,CANNOT_DECIDE
"Chris Weider Merit Network, Inc.",,,CANNOT_DECIDE
"Chair, IIIR Co-chair, IDS",,,CANNOT_DECIDE
