Clause,mainVerb,mainReferent,Gold
Message-ID: <3024882.1075852475408.JavaMail.evans@thyme>,,,CANNOT_DECIDE
"Date: Sat, 25 Aug 2001 18:17:17 -0700 (PDT)",,,CANNOT_DECIDE
From: cfr@vnf.com,,,CANNOT_DECIDE
To: linda.robertson@enron.com,,,CANNOT_DECIDE
Subject: PRIVILEGED AND CONFIDENTIAL - Christopher Stelzer Draft,,,CANNOT_DECIDE
Mime-Version: 1.0,,,CANNOT_DECIDE
Content-Type: text/plain; charset=us-ascii,,,CANNOT_DECIDE
Content-Transfer-Encoding: 7bit,,,CANNOT_DECIDE
"Attached is the draft testimony of Christopher Stelzer, on behalf of Avista Energy.",is,Attached,STATIVE
"If possible, we would appreciate comments no later than 3:00 PM EST on Sunday, August 26.",appreciate,we,STATIVE
Comments can be faxed to my attention at 202/338-2416,faxed,Comments,DYNAMIC
or emailed to cfr@vnf.com or gdb@vnf.com (Gary Bachman).,emailed,Comments,DYNAMIC
Thank you.,Thank,,CANNOT_DECIDE
"Cheryl Feik Ryan Van Ness Feldman, P.C. 1050 Thomas Jefferson Street NW Washington DC 20007",,,CANNOT_DECIDE
202/298-1845,,,CANNOT_DECIDE
cfr@vnf.com,,,CANNOT_DECIDE
This email message is intended solely for the individual or individuals,intended,Feldman,STATIVE
named above.,named,individuals,STATIVE
It may contain confidential attorney-client privileged information and/or attorney work product.,contain,It,STATIVE
"If the reader of this message is not the intended recipient,",is,reader,STATIVE
"you are requested not to read, copy or distribute it or any of the information",requested,you,STATIVE
it contains.,contains,it,STATIVE
Please delete it immediately,delete,,CANNOT_DECIDE
and notify the sender by return email or by telephone.,notify,,CANNOT_DECIDE
Thank you.,Thank,,CANNOT_DECIDE
- 107177_1.,,,CANNOT_DECIDE
DOC,,,CANNOT_DECIDE
