Clause,mainVerb,mainReferent,Gold
Message-ID: <4232569.1075852475436.JavaMail.evans@thyme>,,,CANNOT_DECIDE
"Date: Sat, 25 Aug 2001 16:35:13 -0700 (PDT)",,,CANNOT_DECIDE
From: donk@prestongates.com,,,CANNOT_DECIDE
Subject: PRIVILEGED AND CONFIDENTIAL - Scott Jones Draft,,,CANNOT_DECIDE
Mime-Version: 1.0,,,CANNOT_DECIDE
Content-Type: text/plain; charset=us-ascii,,,CANNOT_DECIDE
Content-Transfer-Encoding: 7bit,,,CANNOT_DECIDE
Attached is the draft testimony of Scott Jones.,is,Attached,STATIVE
"Comments should be received no later than 3:00 PM EST on Sunday, August 26.",received,Comments,DYNAMIC
All comments and suggestions need to be in writing,need,comments,STATIVE
and can be faxed (not E-mailed) to Dan Watkiss at 202-857-2131.,be,E-mailed,DYNAMIC
"Also, if your suggestion is a proposed addition, please write out the exact language",please,,STATIVE
you would propose we incorporate into the testimony,propose,you,DYNAMIC
and where you would place the addition.,place,we,DYNAMIC
"Donald A. Kaplan, Esq.",,,CANNOT_DECIDE
"Preston Gates Ellis & Rouvelas Meeds LLP Suite 500 1735 New York Avenue, N.W. Washington, D.C. 20006 Ph: (202) 662-8466",,,CANNOT_DECIDE
Fax: (202) 331-1024,,,CANNOT_DECIDE
donk@prestongates.com,,,CANNOT_DECIDE
(See attached file:,,,CANNOT_DECIDE
TFG SJones Draft 8-25-01.,,,CANNOT_DECIDE
doc)(See attached file: Exhibit STJ-6.,attached,STJ-6,CANNOT_DECIDE
xls)(See attached file: Exhibit STJ-3.,file,attached,CANNOT_DECIDE
xls)(See attached file: Exhibit STJ-4.,attached,STJ-4,CANNOT_DECIDE
xls)(See attached file: Exhibit STJ-5.,file,attached,CANNOT_DECIDE
xls)(See attached file: Exhibit STJ-2.,file,attached,CANNOT_DECIDE
doc),,,CANNOT_DECIDE
CONFIDENTIALITY NOTE:,NOTE,intended,CANNOT_DECIDE
This email message is intended solely for the individual or individuals,intended,message,STATIVE
named above.,named,individual,STATIVE
It may contain confidential attorney-client privileged information and/or attorney work product.,contain,It,STATIVE
"If the reader of this message is not the intended recipient,",is,reader,STATIVE
"you are requested not to read, copy or distribute it or any of the information",requested,you,STATIVE
it contains.,contains,it,STATIVE
Please delete it immediately,delete,,CANNOT_DECIDE
and notify the sender by return email or by telephone.,notify,,CANNOT_DECIDE
Thank you.,Thank,,CANNOT_DECIDE
<<TFG SJones Draft 8-25-01.,,,CANNOT_DECIDE
doc>> <<Exhibit STJ-6.,,,CANNOT_DECIDE
xls>> <<Exhibit STJ-3.,,,CANNOT_DECIDE
xls>> <<Exhibit STJ-4.,,,CANNOT_DECIDE
xls>> <<Exhibit STJ-5.,,,CANNOT_DECIDE
xls>> <<Exhibit STJ-2.,,,CANNOT_DECIDE
doc>>,,,CANNOT_DECIDE
- TFG SJones Draft 8-25-01.,,,CANNOT_DECIDE
doc,,,CANNOT_DECIDE
- Exhibit STJ-6.,,,CANNOT_DECIDE
xls,,,CANNOT_DECIDE
- Exhibit STJ-3.,,,CANNOT_DECIDE
xls,,,CANNOT_DECIDE
- Exhibit STJ-4.,,,CANNOT_DECIDE
xls,,,CANNOT_DECIDE
- Exhibit STJ-5.,,,CANNOT_DECIDE
xls,,,CANNOT_DECIDE
- Exhibit STJ-2.,,,CANNOT_DECIDE
doc,,,CANNOT_DECIDE
