Clause,mainVerb,mainReferent,Gold
Message-ID: <30170440.1075856614663.JavaMail.evans@thyme>,,,CANNOT_DECIDE
"Date: Sun, 10 Dec 2000 03:03:00 -0800 (PST)",,,CANNOT_DECIDE
From: vkaminski@aol.com,,,CANNOT_DECIDE
To: vkamins@enron.com,,,CANNOT_DECIDE
Subject: Fwd: Successful purchase of NBER Paper,,,CANNOT_DECIDE
Mime-Version: 1.0,,,CANNOT_DECIDE
Content-Type: text/plain; charset=us-ascii,,,CANNOT_DECIDE
Content-Transfer-Encoding: 7bit,,,CANNOT_DECIDE
Return-Path: <Gregory_Gordon@ssrn.com>,,,CANNOT_DECIDE
Received: from rly-xd03.,,,CANNOT_DECIDE
mx.aol.com (rly-xd03.,,,CANNOT_DECIDE
mail.aol.com [172.20.105.168])by air-xd05.,[,mail.aol.com,CANNOT_DECIDE
"mail.aol.com (v77.14) with ESMTP; Sun, 10 Dec 2000 10:57:06 -0500",,,CANNOT_DECIDE
Received: from zeus.ssrn.com,,,CANNOT_DECIDE
(zeus.ssrn.com [38.202.236.235]) byrly-xd03.,,,CANNOT_DECIDE
"mx.aol.com (v77.27) with ESMTP; Sun, 10 Dec 2000 10:56:51 -0500",,,CANNOT_DECIDE
Received: from ssrn.com,,,CANNOT_DECIDE
([38.202.236.235]) by zeus.ssrn.com(Post.,,,CANNOT_DECIDE
"Office MTA v3.5.3 release 223 ID# 0-61092U100L2S100V35) with SMTP id com; Sun, 10 Dec 2000 10:56:50 -0500",,,CANNOT_DECIDE
Subject: Successful purchase of NBER Paper,,,CANNOT_DECIDE
"Date: Sun, 10 Dec 2000 10:56:49 -0500",,,CANNOT_DECIDE
From: Gregory_Gordon@ssrn.com (Gregory_Gordon),,,CANNOT_DECIDE
To: <vkaminski@aol.com>,,,CANNOT_DECIDE
CC:,,,CANNOT_DECIDE
Message-ID: <20001210155650048.AAA365@zeus.ssrn.com@ssrn.com>,,,CANNOT_DECIDE
Dear Wincenty Kaminski:,,,CANNOT_DECIDE
Thank you for your purchase at Social Science Research Network.,Thank,mx.aol.com,CANNOT_DECIDE
Your credit card has been charged $ 5.00.,charged,card,DYNAMIC
"This charge will appear on your statement as Social Science Electronic Publishing, our parent company.",appear,charge,DYNAMIC
The confirmation number for this transaction is NBER_103397,is,number,STATIVE
and a summary of your order is below.,is,number,STATIVE
If you have any questions about this charge please email Mailto:NBERSupport@ssrn.com for assistance.,please,have,STATIVE
"If you have any comments or suggestions about how SSRN can improve this service, please let me know at Mailto:Gregory_Gordon@ssrn.com.",please,,STATIVE
"Thank you,",Thank,Houston,CANNOT_DECIDE
Gregory Gordon,,,CANNOT_DECIDE
President,,,CANNOT_DECIDE
ORDER INFORMATION,,,CANNOT_DECIDE
================================,,,CANNOT_DECIDE
Diagnosing Market Power in California's Restructured Wholesale Electricity Market NBER Collection Borenstein / Bushnell / Wolak,,,CANNOT_DECIDE
BILLING INFORMATION,,,CANNOT_DECIDE
================================,,,CANNOT_DECIDE
"Wincenty Kaminski 1400 Smith Houston, TX 77002",,,CANNOT_DECIDE
USA,,,CANNOT_DECIDE
713 853 3848,,,CANNOT_DECIDE
