Clause,mainVerb,mainReferent,Gold
"docno=""lists-003-2171003""",,,CANNOT_DECIDE
"received=""Thu May 20 12:57:41 1993 EST""",,,CANNOT_DECIDE
"sent=""Thu, 20 May 1993 21:56:14 +0200""",sent,May,CANNOT_DECIDE
"name=""Keld J|rn Simonsen""",,,CANNOT_DECIDE
"email=""keld@dkuug.dk""",,,CANNOT_DECIDE
"subject=""Re: CHARSET considerations""",,,CANNOT_DECIDE
"id=""199305201956.AA28105@dkuug.dk""",,,CANNOT_DECIDE
"inreplyto=""lgl@nwnet.net""",,,CANNOT_DECIDE
"To: Laurence Lundblade <lgl@nwnet.net>,",,,CANNOT_DECIDE
"Cc: ietf-charsets@INNOSOFT.COM, scs@adam.mit.edu, TROTH@ricevm1.rice.edu,",,,CANNOT_DECIDE
Laurence Lundblade writes:,writes,Lundblade,DYNAMIC
"Yes, I think",think,I,STATIVE
that's exactly right.,'s,,STATIVE
We can probably adjust the comment in the .,adjust,We,DYNAMIC
pinerc for now.,,,CANNOT_DECIDE
In the long term the .,,,CANNOT_DECIDE
pinerc needs a lot of good error checking.,needs,pinerc,STATIVE
It just hasn't been done because limited resources.,done,It,DYNAMIC
All of the RFC 1345 character sets are registered for MIME use.,registered,All,STATIVE
That should be able to cover most needs.,be,That,STATIVE
Keld,,,CANNOT_DECIDE
