Clause,mainVerb,mainReferent,Gold
"Date: Fri, 2 Mar 2001 03:46:00 -0800 (PST)",,,CANNOT_DECIDE
From: steven.kean@enron.com,,,CANNOT_DECIDE
To: maureen.mcvicker@enron.com,,,CANNOT_DECIDE
Subject: ABX1 70 Further Nail in Generator's Coffin -- Absurdity in CA,,,CANNOT_DECIDE
Mime-Version: 1.0,,,CANNOT_DECIDE
Content-Type: text/plain; charset=us-ascii,,,CANNOT_DECIDE
Content-Transfer-Encoding: 7bit,,,CANNOT_DECIDE
X-From: Steven J Kean X-To: Maureen McVicker X-cc: X-bcc: X-Folder: \Steven_Kean_June2001_1\Notes Folders\All documents X-Origin:,,,CANNOT_DECIDE
KEAN-S X-FileName: skean.,,,CANNOT_DECIDE
nsf,,,CANNOT_DECIDE
test,,,CANNOT_DECIDE
----- Forwarded by Steven J Kean/NA/Enron on 03/02/2001 11:51 AM -----,,,DYNAMIC
Susan J Mara,,,CANNOT_DECIDE
03/02/2001 10:44 AM,,,CANNOT_DECIDE
"To: Mark Palmer/Corp/Enron@ENRON, Karen Denne/Corp/Enron@ENRON, Jeff",,,CANNOT_DECIDE
"Dasovich/NA/Enron@Enron, Sandra McCubbin/NA/Enron@Enron, Christopher F Calger/PDX/ECT@ECT, David Parquet/SF/ECT@ECT, Laird Dyer/SF/ECT@ECT, Tim Belden/HOU/ECT@ECT, Richard Shapiro/NA/Enron@Enron, Steven J Kean/NA/Enron@Enron, James D Steffes/NA/Enron@Enron",,,CANNOT_DECIDE
cc:,,,CANNOT_DECIDE
Subject: ABX1 70 Further Nail in Generator's Coffin -- Absurdity in CA,,,CANNOT_DECIDE
I just heard about this bill by La Seur,heard,I,DYNAMIC
ABX1 70 attempts to criminalize acts of unregulated generators,criminalize,I,CANNOT_DECIDE
if they perform maintenance at times other than the California Public Utilities Commission requires.,requires,Date,DYNAMIC
"Further, the commission is required to allow scheduled maintenance of only one generator at a time.",required,commission,STATIVE
"So, with 500 generators in the state, just how many years would it take to complete one round of maintenance?",take,it,CANNOT_DECIDE
"Also, please note",note,please,CANNOT_DECIDE
it does not apply to munis.,apply,it,STATIVE
Sue Mara Enron Corp.,,,CANNOT_DECIDE
Tel: (415) 782-7802,,,CANNOT_DECIDE
Fax:(415) 782-7854,,,CANNOT_DECIDE
