Clause,mainVerb,mainReferent,Gold
Message-ID: <16962899.1075852653726.JavaMail.evans@thyme>,,,CANNOT_DECIDE
"Date: Tue, 26 Jun 2001 07:21:16 -0700 (PDT)",,,CANNOT_DECIDE
From: brenda_worley@ypo.org,brenda_worley@ypo.org,,CANNOT_DECIDE
To: ios_participants@ypo.org,ios_participants@ypo.org,,CANNOT_DECIDE
Subject: Inventory of Skills Confidential Inquiry: Joe Jamail,,,CANNOT_DECIDE
Mime-Version: 1.0,,,CANNOT_DECIDE
Content-Type: text/plain; charset=us-ascii,,,CANNOT_DECIDE
Content-Transfer-Encoding: 7bit,,,CANNOT_DECIDE
VERY CONFIDENTIAL,,,CANNOT_DECIDE
The following member has asked for help from the Inventory of Skills (IOS).,asked,member,DYNAMIC
You have been identified as one of the few members,identified,You,DYNAMIC
who has the skill to assist in this area.,has,members,STATIVE
You may or may not have completed an IOS enrollment form.,completed,You,DYNAMIC
All information gathered for IOS is done on a confidential basis,done,information,DYNAMIC
and will remain confidential.,remain,information,STATIVE
This member has no knowledge regarding who has been contacted.,has,member,STATIVE
"If you choose to help,",choose,you,DYNAMIC
the necessary information follows,follows,information,DYNAMIC
so that you may contact this member directly.,contact,you,DYNAMIC
"If you cannot assist this member, please contact them or IOS.",please,,DYNAMIC
IOS asks,asks,IOS,DYNAMIC
that you please respond within 72 hours of receiving this request.,please,you,CANNOT_DECIDE
"Thank you,",Thank,,CANNOT_DECIDE
Brenda Worley,,,CANNOT_DECIDE
IOS does not evaluate the validity of any request.,evaluate,IOS,DYNAMIC
***************************************************************************************************,,,CANNOT_DECIDE
"Name: Ted L. ""Dub"" Snider Jr.",,,CANNOT_DECIDE
Chapter: Lone Star-Dallas,,,CANNOT_DECIDE
Phone: 501-401-7601,,,CANNOT_DECIDE
Fax: 501-401-7628,,,CANNOT_DECIDE
Email: dsnider@connect.com,,,CANNOT_DECIDE
Other:,,,CANNOT_DECIDE
* Indicated preferred method of contact.,,,CANNOT_DECIDE
My company has been severely damaged by $50 billion,been,company,DYNAMIC
(revenues)Texas based company 1) refusal to pay monies,based,Texas,CANNOT_DECIDE
owed under a contract.,owed,monies,STATIVE
2),,,CANNOT_DECIDE
misrepresenting information used to calculate amounts,misrepresenting,,DYNAMIC
owed under the contract 3) appears to have instigated an FBI investigation of our company,appears,information,STATIVE
regarding a pending civil and regulatory dispute.,regarding,,STATIVE
I am looking for an introduction to Joe Jamail by someone,looking,I,DYNAMIC
who knows him.,knows,someone,STATIVE
"We need an attorney with the courage, confidence, and track record to successfully pursue our claim against a powerful adversary.",need,We,STATIVE
Thank You.,Thank,,CANNOT_DECIDE
